date,unit_id,unit_age_years,outdoor_temp_f,return_air_temp_f,supply_air_temp_f,delta_t_f,suction_pressure_psig,head_pressure_psig,compressor_amps,vibration_ips,filter_pressure_drop_inwc,runtime_hours,energy_kwh,failure_next_7_days
2026-03-23,RTU-06,9,75.9,75.1,59.7,15.4,111.2,363.8,20.5,0.261,0.74,8.1,38.3,0
2026-03-24,RTU-06,9,71.1,72.4,56.5,15.9,147.5,330.2,25.1,0.39,0.59,8.4,41.1,0
2026-03-25,RTU-06,9,108.4,71.2,56.5,14.7,128.2,356.3,20.1,0.49,0.64,10.7,71.2,0
2026-03-26,RTU-06,9,70.6,71.9,50.0,21.9,148.2,369.0,20.0,0.437,0.81,11.1,51.3,0
2026-03-27,RTU-06,9,71.7,75.0,56.1,18.9,108.8,344.1,16.5,0.283,0.64,6.0,26.6,0
2026-03-28,RTU-06,9,74.4,74.5,57.3,17.2,116.3,353.4,19.7,0.29,0.26,5.3,24.3,0
2026-03-29,RTU-06,9,70.4,76.5,50.4,26.1,110.1,375.7,18.2,0.312,0.45,8.8,39.9,0
2026-03-30,RTU-06,9,77.5,76.4,58.9,17.4,130.1,343.7,18.6,0.378,0.33,5.9,27.9,0
2026-03-31,RTU-06,9,67.7,68.7,48.1,20.6,116.8,400.7,21.9,0.252,0.36,7.0,32.9,0
2026-04-01,RTU-06,9,99.0,74.6,59.3,15.3,132.1,372.9,15.7,0.249,0.63,11.8,69.2,0
2026-04-02,RTU-06,9,77.2,72.0,52.6,19.4,128.0,359.7,21.5,0.393,0.81,6.8,32.9,0
2026-04-03,RTU-06,9,72.8,72.9,53.2,19.7,140.6,,15.5,0.442,0.21,6.0,26.5,0
2026-04-04,RTU-06,9,73.6,70.7,50.5,20.2,107.4,336.6,17.8,0.215,0.63,10.6,48.1,0
2026-04-05,RTU-06,9,110.0,76.8,59.7,17.1,134.0,408.0,20.8,0.398,,13.4,91.0,0
2026-04-06,RTU-06,9,77.3,71.3,54.2,17.2,147.9,400.7,23.0,0.357,0.68,11.2,55.1,0
2026-04-07,RTU-06,9,96.7,70.7,50.4,20.3,123.3,369.9,16.8,0.311,0.3,7.1,41.2,0
2026-04-08,RTU-06,9,77.7,75.5,55.8,19.7,136.4,397.6,18.4,0.331,0.73,9.2,43.4,0
2026-04-09,RTU-06,9,77.9,76.0,63.1,12.8,133.6,351.8,21.5,0.417,0.89,10.3,50.2,1
2026-04-10,RTU-06,9,94.2,74.7,57.5,17.2,136.9,413.9,19.8,0.387,0.66,14.6,84.5,0
2026-04-11,RTU-06,9,93.5,79.1,66.0,13.1,119.7,388.1,22.6,0.387,0.68,11.3,66.7,0
2026-04-12,RTU-06,9,64.1,70.6,54.6,16.0,131.0,325.6,23.4,0.453,0.31,9.7,46.9,0
2026-04-13,RTU-06,9,50.6,75.9,59.7,16.2,130.5,306.7,21.3,0.311,0.56,7.2,33.9,0
2026-04-14,RTU-06,9,62.7,76.4,58.1,18.3,137.6,371.4,19.8,0.217,0.5,6.3,29.4,0
2026-04-15,RTU-06,9,101.4,77.8,59.5,18.3,118.6,407.0,20.9,0.28,0.59,13.8,86.2,0
2026-04-16,RTU-06,9,97.3,77.0,62.4,14.6,110.3,435.8,21.2,0.455,0.7,6.9,41.5,1
2026-04-17,RTU-06,9,84.7,74.9,54.5,20.4,116.1,346.6,19.2,0.187,0.62,9.8,50.8,0
2026-04-18,RTU-06,9,78.6,72.8,51.3,21.5,107.5,401.7,21.6,0.218,1.11,11.4,56.4,0
2026-04-19,RTU-06,9,67.5,73.4,56.5,17.0,126.2,349.6,20.8,0.324,0.19,5.8,27.0,0
2026-04-20,RTU-06,9,49.6,71.6,53.9,17.7,140.8,326.8,22.2,0.32,,9.8,46.6,0
2026-04-21,RTU-06,9,67.9,72.9,57.7,15.2,119.3,358.4,22.9,0.2,0.61,10.6,50.6,0
2026-04-22,RTU-06,9,80.3,73.8,57.0,16.8,132.1,364.1,19.4,0.396,0.52,12.7,62.3,0
2026-04-23,RTU-06,9,71.7,65.9,47.7,18.3,125.4,301.2,20.9,0.393,0.74,12.1,56.7,0
2026-04-24,RTU-06,9,94.4,75.7,56.8,19.0,115.9,411.9,19.0,0.189,0.8,9.6,55.4,0
2026-04-25,RTU-06,9,67.7,74.7,57.5,17.1,131.6,313.1,18.1,0.346,0.91,8.1,36.7,0
2026-04-26,RTU-06,9,91.0,72.8,56.2,16.6,124.1,403.2,23.1,0.384,0.83,11.0,63.3,0
2026-04-27,RTU-06,9,73.0,74.8,58.4,16.4,133.8,327.4,19.7,0.41,0.19,7.3,33.9,0
2026-04-28,RTU-06,9,74.6,74.4,57.0,17.4,124.0,,20.9,0.379,0.6,4.3,20.3,0
2026-04-29,RTU-06,9,99.3,74.3,57.3,17.1,136.7,369.1,15.9,0.368,0.63,8.5,50.2,0
2026-04-30,RTU-06,9,62.8,79.9,63.6,16.3,109.5,345.8,20.1,0.4,0.52,11.7,54.1,0
2026-01-01,RTU-07,10,84.5,75.2,61.5,13.7,137.8,329.2,21.7,0.282,0.5,12.7,70.6,0
2026-01-02,RTU-07,10,79.7,75.3,58.1,17.2,106.8,369.7,16.0,0.299,0.52,9.1,45.3,0
2026-01-03,RTU-07,10,58.2,78.1,55.3,22.8,138.8,346.2,19.4,0.333,0.99,12.2,59.1,0
2026-01-04,RTU-07,10,93.2,74.5,61.0,13.4,125.2,391.6,23.3,0.372,0.44,13.9,85.7,1
2026-01-05,RTU-07,10,75.3,74.8,56.4,18.5,114.9,353.3,20.6,0.397,0.22,3.2,15.7,0
2026-01-06,RTU-07,10,98.5,69.2,50.4,18.8,118.8,415.7,24.9,0.246,0.47,10.6,69.7,0
2026-01-07,RTU-07,10,93.5,74.6,61.6,13.0,122.2,359.9,22.7,0.4,0.55,19.4,119.2,0
2026-01-08,RTU-07,10,73.7,73.9,56.6,17.3,139.8,346.1,18.6,0.263,0.54,8.4,40.8,0
2026-01-09,RTU-07,10,57.3,76.9,58.1,18.8,129.5,381.7,18.5,0.313,0.8,8.2,39.6,0
2026-01-10,RTU-07,10,69.0,72.2,53.6,18.6,117.1,371.6,22.5,0.363,0.56,4.7,23.5,0
2026-01-11,RTU-07,10,65.0,75.8,58.5,17.3,126.5,361.2,21.8,0.405,0.64,7.2,36.0,0
2026-01-12,RTU-07,10,97.3,72.6,49.5,23.1,113.6,462.3,19.4,0.364,0.71,16.8,104.5,0
2026-01-13,RTU-07,10,79.0,70.9,53.8,17.1,144.1,351.1,21.8,0.302,0.33,7.6,39.8,0
2026-01-14,RTU-07,10,99.1,76.1,55.5,20.6,126.5,392.8,21.3,0.422,0.38,12.4,79.2,0
2026-01-15,RTU-07,10,78.0,73.8,59.5,14.3,106.9,362.3,21.7,0.342,0.39,7.5,38.9,0
2026-01-16,RTU-07,10,84.6,75.9,55.5,20.5,112.9,366.6,22.7,0.258,0.54,14.0,78.4,0
2026-01-17,RTU-07,10,81.1,69.9,49.4,20.5,100.5,384.3,18.5,0.454,0.38,7.5,39.0,1
2026-01-18,RTU-07,10,82.8,72.1,55.2,16.9,,428.5,21.0,0.414,0.71,11.2,60.9,0
2026-01-19,RTU-07,10,61.3,71.8,54.7,17.1,143.4,427.7,22.2,0.33,0.68,13.7,68.7,0
2026-01-20,RTU-07,10,80.4,77.2,59.6,17.5,116.4,343.4,20.2,0.258,0.71,6.8,35.7,0
2026-01-21,RTU-07,10,96.8,71.3,57.4,13.9,122.0,383.6,19.0,0.38,0.52,11.8,72.6,0
2026-01-22,RTU-07,10,71.8,73.2,52.9,20.3,132.8,366.8,19.6,0.248,0.86,10.5,51.0,0
2026-01-23,RTU-07,10,79.1,73.5,53.0,20.6,110.3,420.7,21.5,0.35,,10.3,53.6,0
2026-01-24,RTU-07,10,67.8,74.4,54.1,20.3,149.5,369.5,20.2,0.331,0.26,8.2,40.2,0
2026-01-25,RTU-07,10,75.5,75.3,57.5,17.8,118.0,290.6,15.9,0.237,0.57,11.3,53.4,0
2026-01-26,RTU-07,10,89.6,72.7,52.7,20.1,114.8,409.1,16.6,0.276,0.94,12.6,70.5,0
2026-01-27,RTU-07,10,69.8,77.0,60.9,16.1,128.3,364.8,14.0,0.258,0.79,11.5,53.0,0
2026-01-28,RTU-07,10,84.4,77.0,63.2,13.8,130.2,366.4,18.3,0.306,0.65,10.7,57.7,0
2026-01-29,RTU-07,10,78.8,72.8,56.6,16.1,115.5,,21.3,0.427,0.37,9.7,50.1,0
2026-01-30,RTU-07,10,69.5,69.8,54.8,15.0,108.4,374.0,19.8,0.333,0.39,8.9,43.3,0
2026-01-31,RTU-07,10,71.2,76.5,61.0,15.5,127.0,393.0,18.8,0.257,0.32,12.8,61.7,0
2026-02-01,RTU-07,10,75.7,72.6,58.5,14.0,112.0,313.1,21.8,0.489,0.6,9.8,49.1,0
2026-02-02,RTU-07,10,84.0,76.4,59.3,17.1,122.6,366.6,23.1,0.431,0.58,13.0,72.5,0
2026-02-03,RTU-07,10,72.2,77.4,62.1,15.2,130.9,336.9,18.5,0.361,0.65,6.6,31.6,0
2026-02-04,RTU-07,10,64.3,72.1,51.0,21.1,121.9,336.6,24.2,0.429,0.42,9.0,46.2,0
2026-02-05,RTU-07,10,83.7,76.2,60.7,15.5,133.8,289.0,19.7,0.321,0.52,10.1,54.8,0
2026-02-06,RTU-07,10,91.7,68.5,54.0,14.5,138.4,325.7,18.5,0.437,0.56,8.3,48.6,0
2026-02-07,RTU-07,10,53.6,77.3,63.0,14.4,137.4,351.8,20.7,0.471,0.65,8.3,40.8,0
2026-02-08,RTU-07,10,84.7,74.7,60.6,14.1,125.8,411.1,19.2,0.457,1.14,8.6,47.0,1
2026-02-09,RTU-07,10,85.4,74.6,55.4,19.2,122.6,347.6,16.8,0.343,0.78,11.3,60.8,0
2026-02-10,RTU-07,10,81.0,72.4,59.9,12.6,141.5,380.0,25.8,0.456,0.83,9.4,52.3,1
2026-02-11,RTU-07,10,56.8,71.1,55.6,15.5,155.3,401.6,17.8,0.181,0.4,9.1,43.6,0
2026-02-12,RTU-07,10,74.1,76.8,61.4,15.4,132.8,361.9,21.6,0.351,0.37,6.1,30.1,0
2026-02-13,RTU-07,10,71.0,74.2,57.0,17.2,135.6,360.0,22.9,0.34,0.57,13.7,69.3,0
2026-02-14,RTU-07,10,100.2,71.1,53.8,17.3,119.2,386.8,20.9,0.492,0.65,11.9,76.6,0
2026-02-15,RTU-07,10,71.9,69.1,54.5,14.6,127.6,300.3,19.4,0.332,0.77,10.5,51.1,0
2026-02-16,RTU-07,10,92.2,78.4,64.8,13.6,145.6,370.1,23.4,0.465,0.11,11.3,68.6,1
2026-02-17,RTU-07,10,90.0,71.1,52.4,18.7,128.3,395.0,22.7,0.463,0.54,13.9,82.1,0
2026-02-18,RTU-07,10,78.5,73.6,56.0,17.7,117.8,390.9,22.7,0.304,0.82,8.9,46.5,0
2026-02-19,RTU-07,10,88.8,73.8,58.6,15.2,118.8,390.2,24.8,0.235,0.67,13.7,81.6,0
2026-02-20,RTU-07,10,72.5,72.6,52.3,20.3,141.1,363.1,19.5,0.331,0.6,8.8,43.0,0
2026-02-21,RTU-07,10,76.8,73.0,53.9,19.1,116.4,358.8,20.7,0.319,0.24,7.3,36.7,0
2026-02-22,RTU-07,10,67.7,74.1,54.9,19.3,110.3,383.7,19.0,0.227,0.58,8.5,41.1,0
2026-02-23,RTU-07,10,88.6,76.8,59.1,17.7,137.6,319.0,17.3,0.428,0.88,10.5,58.3,0
2026-02-24,RTU-07,10,72.0,73.2,53.0,20.2,120.9,396.7,21.1,0.507,0.59,7.0,34.9,0
2026-02-25,RTU-07,10,91.2,72.9,59.9,13.0,111.1,449.7,21.4,0.26,0.8,8.8,52.2,0
2026-02-26,RTU-07,10,85.7,78.2,62.3,15.9,116.7,277.3,19.9,0.428,0.78,11.7,64.9,0
2026-02-27,RTU-07,10,81.5,74.2,55.2,19.0,113.9,313.7,18.3,0.387,0.38,10.9,56.9,0
2026-02-28,RTU-07,10,70.8,75.7,58.3,17.4,130.4,376.5,19.3,0.327,0.89,10.8,52.5,0
2026-03-01,RTU-07,10,69.1,75.4,55.4,20.0,147.3,356.8,19.8,0.399,0.48,8.5,41.7,0
2026-03-02,RTU-07,10,76.8,73.4,55.2,18.2,102.6,360.6,19.2,0.268,0.73,10.9,54.3,0
2026-03-03,RTU-07,10,89.9,75.8,57.0,18.8,104.4,375.3,21.5,0.413,0.88,13.2,77.5,0
2026-03-04,RTU-07,10,85.3,73.5,56.4,17.0,135.9,396.6,20.0,0.198,0.65,7.8,42.9,0
2026-03-05,RTU-07,10,94.7,71.7,53.2,18.5,133.7,407.9,21.4,0.42,0.93,14.0,86.2,0
2026-03-06,RTU-07,10,67.1,69.3,50.5,18.8,130.7,277.9,18.7,0.496,0.35,10.8,52.2,0
2026-03-07,RTU-07,10,65.9,78.8,61.3,17.5,131.2,356.1,16.4,0.275,0.77,7.4,34.7,0
2026-03-08,RTU-07,10,68.8,75.7,57.3,18.3,115.8,304.9,19.0,0.459,0.74,8.9,43.4,0
2026-03-09,RTU-07,10,75.9,73.6,54.5,19.2,137.1,350.8,25.3,0.377,0.51,7.9,41.4,0
2026-03-10,RTU-07,10,53.5,73.8,53.0,20.8,132.3,364.9,21.5,0.286,0.78,10.1,50.2,0
2026-03-11,RTU-07,10,82.3,69.6,52.2,17.4,128.6,341.7,17.8,0.409,0.66,10.0,52.0,0
2026-03-12,RTU-07,10,78.1,79.7,63.2,16.5,114.6,361.9,19.4,0.344,0.91,8.1,40.8,0
2026-03-13,RTU-07,10,78.4,72.6,51.1,21.5,128.4,369.4,17.6,0.336,0.88,7.0,34.7,0
2026-03-14,RTU-07,10,73.9,74.7,59.6,15.1,120.6,438.9,20.9,0.244,0.69,10.0,49.5,1
2026-03-15,RTU-07,10,67.1,77.6,60.3,17.3,123.3,313.2,22.1,0.355,0.18,7.9,39.8,0
2026-03-16,RTU-07,10,71.3,71.7,48.6,23.1,133.5,269.8,18.9,0.363,0.28,6.5,31.6,0
2026-03-17,RTU-07,10,53.5,77.6,54.5,23.1,106.1,312.0,21.7,0.465,0.77,11.5,57.4,0
2026-03-18,RTU-07,10,94.5,73.5,59.9,13.6,122.9,384.0,18.1,0.367,0.44,11.8,70.5,0
2026-03-19,RTU-07,10,83.1,74.5,60.0,14.4,113.3,344.0,19.4,0.381,0.61,8.9,47.8,0
2026-03-20,RTU-07,10,77.0,65.5,40.6,24.9,115.4,334.0,16.7,0.285,0.53,7.4,35.7,0
2026-03-21,RTU-07,10,75.7,77.0,61.1,15.9,125.3,327.7,23.5,0.454,0.55,8.3,42.6,0
2026-03-22,RTU-07,10,77.6,70.1,50.2,19.9,122.3,426.4,20.8,0.168,0.35,9.0,45.8,0
2026-03-23,RTU-07,10,62.5,74.6,58.2,16.4,133.9,358.7,18.9,0.53,0.57,5.2,25.4,0
2026-03-24,RTU-07,10,67.8,75.9,56.9,19.0,143.9,376.8,18.7,0.411,0.53,6.3,30.4,0
2026-03-25,RTU-07,10,94.0,78.4,58.4,20.0,126.6,411.5,20.8,0.372,0.96,10.9,66.2,0
2026-03-26,RTU-07,10,67.9,71.5,53.1,18.4,120.9,371.7,21.7,0.532,0.49,6.6,33.0,0
2026-03-27,RTU-07,10,99.5,70.3,49.0,21.2,139.7,416.0,19.7,0.351,0.46,8.6,54.6,0
2026-03-28,RTU-07,10,77.4,71.9,60.0,11.9,125.9,362.7,23.4,0.4,0.44,6.1,32.0,0
2026-03-29,RTU-07,10,83.8,75.4,57.3,18.1,122.4,348.9,18.8,0.296,0.41,10.6,56.8,0
2026-03-30,RTU-07,10,79.5,72.8,54.5,18.3,139.4,385.3,21.9,0.323,0.59,9.2,48.3,0
2026-03-31,RTU-07,10,79.3,75.1,53.8,21.3,121.5,331.8,21.4,0.38,0.69,12.4,65.0,0
2026-04-01,RTU-07,10,72.2,76.4,56.5,19.9,119.1,368.1,23.2,0.333,0.47,9.5,47.8,0
2026-04-02,RTU-07,10,85.4,70.5,52.8,17.7,120.5,311.9,18.3,0.418,0.55,8.3,45.3,0
2026-04-03,RTU-07,10,53.0,73.1,57.2,16.0,106.4,376.3,16.2,0.435,0.36,12.1,56.9,0
2026-04-04,RTU-07,10,63.7,76.4,55.4,21.0,117.6,358.4,20.8,0.344,0.64,7.4,36.3,0
2026-04-05,RTU-07,10,75.0,74.4,54.8,19.6,115.7,291.1,18.8,0.491,0.75,5.7,27.7,0
2026-04-06,RTU-07,10,83.5,77.7,64.4,13.3,112.5,296.6,18.7,0.455,0.52,11.4,61.0,0
2026-04-07,RTU-07,10,80.7,71.5,55.5,15.9,126.9,387.5,18.6,0.307,0.95,10.3,53.1,0
2026-04-08,RTU-07,10,81.0,69.5,52.4,17.2,105.4,357.4,23.2,0.29,0.32,11.2,60.7,1
2026-04-09,RTU-07,10,64.2,78.0,63.8,14.2,144.7,369.6,22.3,0.385,0.73,5.6,27.8,0
2026-04-10,RTU-07,10,70.6,76.4,58.2,18.2,112.9,298.8,19.9,0.504,0.49,4.1,20.2,0
2026-04-11,RTU-07,10,66.8,72.1,55.8,16.3,137.5,382.3,19.5,0.314,0.89,11.9,57.8,0
2026-04-12,RTU-07,10,75.5,77.0,61.0,16.0,116.6,383.2,16.3,0.421,0.47,5.6,26.5,0
2026-04-13,RTU-07,10,66.1,72.9,58.7,14.2,128.5,317.1,14.5,0.524,0.6,7.4,34.3,1
2026-04-14,RTU-07,10,65.5,76.2,59.5,16.7,107.7,350.7,21.4,0.417,0.6,10.1,50.2,0
2026-04-15,RTU-07,10,88.2,70.2,52.5,17.7,116.9,381.4,22.9,0.405,0.82,9.4,54.7,0
2026-04-16,RTU-07,10,91.0,74.2,51.2,23.0,115.8,359.7,22.0,0.374,0.54,14.8,88.1,0
2026-04-17,RTU-07,10,82.3,74.5,55.4,19.1,117.9,382.6,17.9,0.316,,8.5,44.6,0
2026-04-18,RTU-07,10,55.4,75.2,57.7,17.5,132.4,364.1,19.5,0.357,0.77,8.1,39.6,0
2026-04-19,RTU-07,10,82.9,72.6,56.2,16.4,138.1,399.7,18.6,0.378,0.69,10.1,53.8,0
2026-04-20,RTU-07,10,83.1,71.1,50.9,20.1,143.4,314.4,19.6,0.435,0.16,7.4,39.8,0
2026-04-21,RTU-07,10,76.9,74.5,53.6,20.9,114.8,361.8,19.0,0.381,0.57,7.9,39.0,0
2026-04-22,RTU-07,10,95.9,71.7,56.7,15.0,111.8,343.9,19.4,0.311,0.41,7.9,48.1,1
2026-04-23,RTU-07,10,69.9,75.9,59.8,16.1,111.0,351.0,24.2,0.331,0.41,8.0,40.7,0
2026-04-24,RTU-07,10,74.3,72.0,50.5,21.5,139.0,346.7,20.6,0.288,0.58,15.3,75.4,0
2026-04-25,RTU-07,10,79.9,74.8,57.9,16.8,129.8,379.2,19.1,0.409,0.53,6.3,32.6,0
2026-04-26,RTU-07,10,81.8,73.7,53.3,20.4,130.0,317.3,19.0,0.352,0.6,10.2,53.8,0
2026-04-27,RTU-07,10,66.7,73.2,53.3,19.9,113.1,359.4,18.4,0.519,0.81,8.8,42.6,0
2026-04-28,RTU-07,10,68.4,75.1,56.9,18.3,127.3,393.3,21.8,0.347,0.4,11.0,54.9,0
2026-04-29,RTU-07,10,76.8,74.6,58.2,16.4,148.3,372.0,19.3,0.241,0.3,5.0,24.7,0
2026-04-30,RTU-07,10,74.2,73.8,56.2,17.6,109.2,393.2,18.5,0.412,0.82,14.8,71.5,0
2026-01-01,RTU-08,12,87.8,72.4,56.9,15.5,131.2,387.0,17.3,0.435,0.54,8.2,55.1,0
2026-01-02,RTU-08,12,72.8,73.0,60.5,12.5,134.8,327.5,21.0,0.386,0.96,12.8,78.6,0
2026-01-03,RTU-08,12,64.3,70.9,54.4,16.5,146.2,403.7,24.4,0.438,0.59,7.9,50.0,0
2026-01-04,RTU-08,12,81.2,75.9,61.7,14.2,125.8,307.4,20.8,0.454,0.3,9.4,61.4,0
2026-01-05,RTU-08,12,62.4,70.5,50.0,20.5,130.2,381.0,16.5,0.503,0.7,8.6,50.8,0
2026-01-06,RTU-08,12,59.5,72.8,56.9,16.0,116.5,385.3,14.3,0.514,0.76,8.8,51.2,0
2026-01-07,RTU-08,12,76.3,73.9,57.6,16.3,138.7,433.3,18.2,0.434,0.43,11.6,70.7,0
2026-01-08,RTU-08,12,68.7,73.7,56.6,17.2,144.6,334.3,21.9,0.349,0.84,11.8,72.8,1
2026-01-09,RTU-08,12,74.8,72.3,49.2,23.1,117.9,422.0,18.1,0.35,0.65,4.0,23.7,0
2026-01-10,RTU-08,12,88.2,76.6,57.1,19.4,139.6,354.6,22.5,0.358,0.58,10.6,74.2,0
2026-01-11,RTU-08,12,66.0,77.1,61.8,15.3,121.8,334.4,19.0,0.36,0.76,5.0,30.2,0
2026-01-12,RTU-08,12,98.6,72.8,55.3,17.5,133.1,426.6,22.8,0.415,0.49,14.4,110.4,0
2026-01-13,RTU-08,12,75.2,75.0,59.8,15.2,119.5,360.2,15.9,0.411,0.43,2.6,15.3,0
2026-01-14,RTU-08,12,78.6,74.2,56.0,18.2,128.7,387.6,22.2,0.393,0.73,5.5,35.5,0
2026-01-15,RTU-08,12,69.6,74.7,54.9,19.8,125.0,336.4,23.1,0.285,0.45,8.1,50.5,0
2026-01-16,RTU-08,12,99.2,74.6,58.7,15.9,133.5,402.9,18.9,0.375,0.49,13.0,97.3,0
2026-01-17,RTU-08,12,79.9,72.5,55.9,16.6,140.1,423.2,21.6,0.38,0.57,13.4,86.3,0
2026-01-18,RTU-08,12,66.9,73.5,54.9,18.6,122.7,334.6,20.8,0.6,0.53,9.2,56.6,0
2026-01-19,RTU-08,12,88.2,77.2,64.1,13.1,120.9,365.4,20.4,0.242,0.83,9.3,63.9,1
2026-01-20,RTU-08,12,91.5,72.1,61.4,10.7,139.9,372.9,18.2,0.446,1.11,14.7,102.6,1
2026-01-21,RTU-08,12,89.4,69.8,50.5,19.3,132.5,362.5,23.7,0.259,0.36,8.5,60.4,0
2026-01-22,RTU-08,12,73.7,74.1,57.6,16.6,109.8,398.0,17.9,0.298,0.56,12.4,74.0,0
2026-01-23,RTU-08,12,69.4,73.3,53.6,19.7,131.1,422.7,19.3,0.468,0.29,10.6,64.3,1
2026-01-24,RTU-08,12,87.5,73.4,56.9,16.4,147.8,406.5,19.2,0.301,0.81,9.8,66.7,0
2026-01-25,RTU-08,12,86.5,73.3,52.0,21.3,147.0,395.4,22.3,0.419,0.36,10.2,70.2,0
2026-01-26,RTU-08,12,91.8,76.6,58.8,17.8,139.3,381.5,22.0,0.384,,13.9,100.2,0
2026-01-27,RTU-08,12,93.3,74.7,60.4,14.3,122.4,381.8,21.3,0.438,0.77,16.9,122.4,0
2026-01-28,RTU-08,12,80.4,74.6,57.3,17.3,131.6,348.1,20.0,0.444,0.49,4.5,29.0,0
2026-01-29,RTU-08,12,78.8,66.7,52.5,14.2,111.3,367.6,22.9,0.391,0.75,9.8,63.5,1
2026-01-30,RTU-08,12,79.7,74.6,57.9,16.7,129.7,410.6,21.3,0.417,0.46,10.9,70.0,0
2026-01-31,RTU-08,12,61.1,74.9,60.1,14.8,138.1,301.1,21.7,0.466,0.55,5.1,31.3,0
2026-02-01,RTU-08,12,57.3,73.4,54.6,18.9,124.2,354.6,14.8,0.466,0.48,9.6,55.6,0
2026-02-02,RTU-08,12,65.2,77.7,58.7,19.0,134.7,352.4,15.8,0.568,0.61,5.5,32.1,0
2026-02-03,RTU-08,12,73.7,76.9,62.5,14.4,131.6,387.0,20.2,0.438,0.76,4.3,26.2,0
2026-02-04,RTU-08,12,80.0,69.4,51.6,17.8,140.0,408.2,24.1,0.258,0.88,9.1,59.8,0
2026-02-05,RTU-08,12,97.2,72.7,59.0,13.7,136.0,412.4,17.8,0.227,0.69,10.8,78.6,0
2026-02-06,RTU-08,12,66.2,75.6,54.0,21.7,119.1,329.2,20.4,0.451,0.48,6.3,38.3,0
2026-02-07,RTU-08,12,88.8,70.0,49.7,20.3,140.2,367.0,20.9,0.388,0.69,9.8,68.1,0
2026-02-08,RTU-08,12,64.0,76.3,60.5,15.8,116.0,400.2,18.7,0.404,0.6,10.9,65.4,0
2026-02-09,RTU-08,12,80.3,74.9,57.5,17.4,150.7,401.3,20.2,0.41,0.92,9.9,63.2,0
2026-02-10,RTU-08,12,63.3,77.1,56.0,21.1,120.2,343.4,18.2,0.425,0.75,11.2,67.1,0
2026-02-11,RTU-08,12,76.3,77.8,64.6,13.1,129.5,368.3,19.6,0.406,0.33,4.4,27.2,0
2026-02-12,RTU-08,12,89.6,72.9,59.8,13.1,116.6,,19.0,0.392,0.91,13.7,94.5,1
2026-02-13,RTU-08,12,76.0,78.3,62.9,15.4,141.7,350.1,18.3,0.42,0.41,10.9,66.4,0
2026-02-14,RTU-08,12,115.8,73.7,55.1,18.6,117.4,404.9,20.8,0.407,0.46,16.4,140.9,0
2026-02-15,RTU-08,12,76.3,70.8,57.2,13.6,127.1,400.3,21.7,0.424,0.59,12.7,79.3,0
2026-02-16,RTU-08,12,87.9,71.6,56.9,14.7,136.3,321.8,23.8,0.364,0.66,10.0,70.2,1
2026-02-17,RTU-08,12,69.8,74.3,59.4,14.9,112.2,325.8,22.6,0.432,0.43,7.9,49.4,1
2026-02-18,RTU-08,12,69.1,75.7,54.6,21.2,131.7,293.9,19.4,0.378,0.59,4.5,27.3,0
2026-02-19,RTU-08,12,74.0,74.6,61.0,13.6,130.2,333.7,12.7,0.464,0.62,5.7,32.8,1
2026-02-20,RTU-08,12,52.9,74.3,55.9,18.5,107.4,375.1,18.6,0.252,0.43,7.5,45.1,0
2026-02-21,RTU-08,12,56.2,74.7,58.3,16.4,105.4,305.6,19.3,0.31,0.55,10.5,63.3,0
2026-02-22,RTU-08,12,74.7,73.3,53.7,19.6,140.5,374.8,20.3,0.418,0.83,8.3,50.7,0
2026-02-23,RTU-08,12,96.3,70.7,55.5,15.1,119.9,448.7,21.9,0.349,0.75,10.6,78.9,0
2026-02-24,RTU-08,12,97.6,70.2,53.9,16.3,122.8,348.2,21.6,0.514,0.41,10.9,82.3,1
2026-02-25,RTU-08,12,70.7,73.7,56.7,17.0,130.7,324.2,22.9,0.44,0.73,8.9,55.7,0
2026-02-26,RTU-08,12,64.6,71.1,53.7,17.4,137.2,355.6,22.9,0.378,0.4,11.7,73.0,0
2026-02-27,RTU-08,12,80.4,71.6,55.2,16.4,116.3,355.8,20.5,0.33,0.77,15.8,101.8,0
2026-02-28,RTU-08,12,94.1,78.7,61.1,17.6,141.7,392.3,18.4,0.379,0.35,9.8,70.2,0
2026-03-01,RTU-08,12,80.1,77.3,60.7,16.7,102.3,484.2,18.6,0.477,0.32,9.7,61.4,1
2026-03-02,RTU-08,12,68.5,73.3,56.4,16.9,122.4,368.5,18.7,0.406,0.52,2.5,15.1,0
2026-03-03,RTU-08,12,76.0,75.5,59.2,16.3,120.6,377.9,20.3,0.344,0.78,7.1,43.5,0
2026-03-04,RTU-08,12,65.6,78.4,62.8,15.6,130.0,318.3,18.2,0.491,0.67,10.5,63.2,1
2026-03-05,RTU-08,12,91.0,71.0,53.3,17.7,105.7,345.2,22.8,0.357,0.67,6.1,44.0,0
2026-03-06,RTU-08,12,69.8,74.6,53.9,20.7,117.2,362.4,16.2,0.346,0.59,5.2,30.5,0
2026-03-07,RTU-08,12,84.7,72.9,58.2,14.6,121.8,365.5,22.0,0.424,0.79,5.5,37.1,0
2026-03-08,RTU-08,12,61.0,75.1,59.9,15.2,130.3,389.2,20.7,0.342,0.56,12.3,75.6,0
2026-03-09,RTU-08,12,80.4,73.3,58.7,14.6,156.0,366.9,22.3,0.442,0.67,12.4,81.1,0
2026-03-10,RTU-08,12,44.4,74.8,64.6,10.2,125.9,383.1,21.6,0.448,0.72,6.6,40.4,1
